0,1,2,3,4
6,3,72.0,1,0
6,0,62.0,6,1
6,7,83.0,6,0
6,10,98.0,6,1
15,10,79.0,1,0
7,2,75.0,6,0
6,7,78.0,6,0
6,9,76.0,1,0
6,0,35.0,6,0
6,2,84.0,6,0
7,0,66.0,6,0
6,6,73.0,1,0
