0,1,2,3,4
4,5,47.0,1,0
4,7,84.0,6,0
3,2,81.0,4,0
7,8,60.0,6,0
15,10,75.0,6,0
15,0,79.0,4,0
7,7,79.0,6,0
7,0,51.0,4,0
7,0,74.0,4,0
15,4,68.0,1,0
15,0,77.0,1,0
15,6,78.0,1,0
7,8,61.0,4,0
15,0,93.0,6,1
7,0,58.0,6,0
3,6,52.0,1,0
3,0,72.0,1,0
4,8,70.0,4,0
7,8,50.0,4,0
4,6,52.0,1,0
7,10,91.0,1,1
15,10,68.0,1,0
3,7,72.0,6,0
7,10,68.0,1,0
15,7,87.0,6,1
15,6,82.0,1,0
4,9,81.0,6,0
3,0,59.0,1,0
3,0,50.0,6,0
7,2,80.0,6,1
5,9,88.0,1,0
7,11,70.0,6,0
15,10,65.0,6,0
15,0,63.0,1,0
15,1,77.0,6,0
3,10,86.0,1,0
7,2,59.0,4,0
4,7,68.0,6,0
4,0,62.0,4,0
15,8,81.0,4,0
7,10,61.0,1,0
4,10,80.0,1,0
4,4,65.0,1,0
15,6,74.0,1,0
7,0,72.0,6,0
4,0,47.0,1,0
3,4,83.0,1,0
4,6,55.0,6,0
7,6,79.0,6,0
3,8,73.0,6,0
4,4,61.0,1,0
15,2,68.0,6,0
7,2,51.0,4,0
7,0,68.0,4,1
4,6,66.0,1,0
15,6,66.0,6,0
7,7,73.0,6,0
7,6,61.0,1,0
4,4,77.0,1,0
15,0,67.0,4,0
4,4,77.0,6,0
7,6,57.0,6,0
15,7,65.0,6,0
7,8,52.0,4,0
7,0,56.0,1,0
3,6,73.0,1,0
15,10,71.0,1,0
15,6,68.0,1,0
7,10,90.0,1,1
15,10,77.0,4,0
15,10,76.0,1,0
7,6,69.0,1,1
3,4,66.0,1,0
7,4,83.0,6,0
15,10,49.0,1,0
7,0,56.0,4,0
7,8,87.0,4,1
15,3,49.0,1,0
15,0,68.0,4,0
4,4,62.0,6,0
4,6,62.0,1,0
3,0,49.0,1,0
7,10,45.0,1,0
15,8,55.0,6,0
15,4,73.0,1,0
7,0,65.0,4,0
15,9,77.0,6,0
15,10,82.0,1,0
4,8,83.0,6,0
7,0,38.0,6,0
4,9,85.0,6,0
15,8,63.0,6,0
4,0,23.0,6,0
15,0,66.0,1,0
15,10,80.0,1,0
15,8,84.0,4,0
4,10,92.0,1,0
4,0,66.0,1,0
3,8,78.0,4,0
15,10,80.0,1,0
7,6,63.0,1,0
7,3,56.0,1,0
5,8,74.0,6,0
15,6,40.0,1,0
15,10,71.0,1,0
4,7,51.0,1,0
7,9,82.0,1,1
4,0,29.0,6,0
15,10,68.0,1,0
7,0,58.0,1,0
7,10,68.0,1,0
4,2,72.0,6,0
15,6,60.0,1,0
7,10,90.0,6,1
5,8,86.0,4,0
7,11,60.0,6,0
15,0,63.0,4,0
7,0,57.0,6,0
4,7,71.0,6,0
15,2,50.0,4,0
7,10,58.0,1,0
7,9,83.0,6,1
7,10,78.0,1,0
15,6,68.0,6,0
4,2,65.0,6,0
3,3,69.0,1,0
5,9,80.0,6,1
7,1,61.0,4,0
7,4,64.0,6,0
7,6,67.0,1,0
15,0,65.0,4,0
4,6,59.0,1,0
3,4,67.0,1,0
3,9,81.0,1,0
4,8,56.0,1,0
15,10,89.0,1,0
3,9,70.0,6,0
7,4,64.0,1,1
15,9,88.0,6,0
15,6,76.0,1,0
4,0,62.0,1,0
7,4,87.0,6,1
4,0,84.0,6,0
15,10,73.0,4,0
7,3,73.0,1,0
4,0,75.0,6,0
3,0,74.0,1,0
5,1,71.0,4,0
7,8,73.0,6,0
7,8,81.0,6,0
7,2,75.0,6,0
7,7,82.0,4,0
4,4,64.0,1,0
7,0,71.0,4,0
5,9,86.0,6,0
4,11,71.0,6,0
4,6,69.0,6,0
3,7,77.0,2,0
3,10,53.0,1,0
15,4,73.0,6,0
15,10,81.0,1,0
15,4,75.0,6,0
3,6,77.0,1,0
15,8,74.0,4,0
4,6,70.0,1,0
7,9,81.0,6,0
7,0,92.0,6,1
15,10,80.0,1,0
15,6,57.0,6,0
4,0,92.0,6,0
7,9,75.0,6,0
15,7,94.0,6,1
3,11,89.0,1,0
4,0,63.0,6,0
15,10,65.0,1,0
3,3,55.0,1,0
7,7,63.0,4,0
7,0,61.0,4,0
7,3,79.0,1,0
15,0,55.0,6,0
15,10,89.0,1,0
4,10,84.0,1,0
4,7,73.0,1,1
7,3,61.0,1,0
4,1,55.0,1,0
7,9,67.0,6,0
7,11,74.0,1,0
5,7,69.0,6,0
15,11,79.0,6,0
4,10,71.0,1,0
15,0,49.0,1,0
3,10,70.0,1,0
3,7,72.0,1,0
7,10,58.0,1,0
15,8,84.0,4,0
15,8,69.0,4,0
15,8,30.0,4,0
3,0,63.0,1,0
15,10,85.0,1,0
7,0,62.0,6,1
5,7,93.0,6,0
7,11,78.0,6,0
7,6,68.0,6,0
7,4,58.0,6,0
4,7,80.0,6,0
7,2,71.0,6,0
7,2,66.0,6,1
7,6,57.0,6,0
7,6,66.0,6,0
7,9,81.0,6,1
5,1,79.0,1,0
7,0,63.0,6,0
15,0,79.0,6,0
7,11,68.0,6,0
15,6,57.0,1,0
7,6,56.0,6,0
15,8,79.0,6,0
15,5,62.0,1,0
7,0,85.0,6,1
3,7,76.0,2,0
7,0,77.0,4,1
15,4,58.0,6,0
15,6,24.0,1,0
7,6,48.0,1,0
15,0,72.0,4,0
15,10,89.0,1,0
4,0,63.0,6,0
4,10,83.0,1,0
7,2,92.0,6,1
15,9,69.0,6,0
15,8,82.0,6,0
3,4,91.0,6,0
3,0,58.0,1,0
15,0,59.0,1,0
7,0,85.0,4,0
4,3,69.0,1,1
5,11,72.0,6,0
15,10,88.0,1,0
7,8,69.0,4,0
3,10,63.0,1,0
5,9,84.0,1,0
7,2,93.0,6,0
15,10,92.0,1,0
7,7,84.0,6,0
4,8,62.0,6,0
3,6,75.0,1,0
7,6,68.0,1,0
15,2,26.0,6,0
4,0,59.0,4,0
15,10,91.0,1,0
15,8,57.0,4,0
7,10,86.0,1,1
4,10,89.0,6,0
7,11,78.0,6,0
15,0,35.0,6,0
3,4,78.0,1,1
15,8,77.0,4,0
7,10,65.0,6,0
4,6,67.0,6,0
7,4,59.0,1,0
7,0,59.0,4,0
7,0,89.0,6,1
15,0,51.0,4,0
3,0,39.0,1,0
3,4,47.0,1,0
7,9,66.0,6,0
4,7,79.0,1,0
3,7,87.0,1,1
15,8,76.0,6,0
15,10,87.0,1,0
15,0,57.0,4,0
4,11,69.0,6,0
4,0,93.0,6,0
15,6,87.0,1,0
7,3,64.0,1,0
4,0,79.0,6,0
3,10,67.0,1,0
15,10,82.0,1,0
4,11,82.0,6,0
3,4,62.0,1,0
7,0,78.0,6,1
15,10,76.0,1,0
15,2,65.0,4,0
3,4,44.0,1,0
4,6,89.0,6,0
7,7,72.0,6,0
15,11,69.0,6,0
15,8,76.0,6,0
3,4,72.0,1,0
4,9,75.0,6,0
7,4,76.0,1,0
4,0,61.0,4,0
3,9,82.0,1,0
3,4,57.0,1,0
3,0,63.0,1,0
15,6,56.0,1,0
4,0,62.0,4,0
3,8,66.0,6,0
5,9,72.0,6,0
15,4,75.0,1,0
7,4,59.0,6,0
4,4,71.0,6,0
15,10,74.0,1,0
4,10,81.0,1,1
4,0,27.0,6,0
7,4,68.0,1,1
7,0,79.0,4,1
15,6,72.0,6,0
4,10,89.0,1,0
15,11,74.0,1,0
4,6,59.0,1,0
15,0,84.0,6,1
3,4,43.0,1,0
4,3,76.0,1,1
7,3,86.0,6,0
7,6,55.0,1,0
4,7,80.0,6,1
3,11,64.0,6,0
3,0,85.0,1,0
7,11,75.0,6,0
4,2,93.0,6,1
15,9,82.0,1,0
7,10,78.0,1,0
7,1,64.0,6,0
7,0,61.0,4,0
7,3,46.0,1,0
7,10,89.0,1,0
4,4,71.0,1,0
15,11,62.0,1,0
15,6,86.0,6,0
4,6,63.0,1,0
15,6,85.0,1,0
7,10,57.0,6,1
3,2,63.0,1,0
15,6,53.0,6,0
15,8,65.0,6,1
5,11,78.0,6,0
7,0,65.0,6,0
7,3,76.0,6,1
7,1,72.0,4,0
7,8,64.0,4,0
7,2,80.0,6,0
4,6,56.0,6,0
7,4,59.0,1,0
7,6,85.0,1,1
3,8,76.0,6,0
4,6,89.0,1,0
4,8,36.0,6,0
15,6,70.0,1,0
3,3,80.0,1,0
3,6,65.0,1,0
4,4,61.0,1,0
3,4,79.0,1,0
3,0,75.0,6,0
5,11,88.0,6,1
7,6,88.0,1,1
3,6,48.0,1,0
7,2,65.0,6,0
3,4,35.0,1,0
3,2,40.0,6,1
15,3,74.0,6,0
4,0,57.0,1,0
3,7,74.0,1,0
7,6,66.0,6,0
15,8,75.0,6,0
3,3,87.0,1,0
15,6,88.0,1,0
15,8,86.0,4,1
3,0,60.0,2,0
15,8,64.0,4,0
4,5,54.0,1,0
15,6,53.0,1,0
7,10,61.0,1,0
4,10,68.0,1,0
15,8,70.0,6,0
15,10,92.0,1,1
7,9,73.0,6,0
15,11,64.0,6,0
15,8,74.0,4,1
15,9,84.0,6,0
4,8,68.0,6,0
3,0,75.0,6,0
15,10,89.0,1,0
7,8,49.0,6,0
4,7,86.0,6,1
7,1,69.0,6,0
4,10,76.0,1,0
7,3,41.0,1,0
15,10,81.0,1,0
7,3,80.0,1,1
3,3,79.0,1,0
4,0,64.0,4,0
3,7,75.0,1,1
7,10,83.0,1,0
7,0,69.0,6,0
15,2,80.0,6,0
15,4,58.0,6,0
7,0,75.0,4,0
7,8,81.0,6,0
7,0,71.0,4,1
7,8,73.0,6,0
3,4,49.0,1,1
7,8,81.0,6,0
15,10,69.0,1,0
7,6,66.0,6,0
7,10,65.0,1,0
3,6,78.0,6,0
15,8,61.0,4,0
7,0,76.0,4,1
15,8,82.0,6,0
7,8,58.0,6,0
15,10,67.0,1,0
7,9,82.0,4,0
3,6,77.0,1,0
15,0,72.0,6,0
3,6,77.0,1,0
15,10,85.0,6,1
3,4,42.0,6,0
7,10,67.0,1,0
7,6,55.0,6,0
15,8,55.0,4,0
5,0,94.0,4,0
15,6,67.0,6,0
7,10,73.0,1,0
4,8,40.0,6,0
4,5,53.0,1,0
4,10,70.0,1,0
7,8,79.0,1,0
4,10,94.0,1,0
7,8,73.0,4,1
3,3,54.0,1,0
7,10,61.0,1,0
15,10,85.0,1,0
5,8,83.0,4,0
7,6,67.0,6,0
7,9,77.0,1,0
4,8,85.0,1,0
3,6,81.0,1,0
4,8,83.0,6,0
15,4,70.0,6,0
7,8,62.0,6,0
15,0,25.0,6,0
5,0,70.0,4,0
3,4,75.0,1,1
15,6,80.0,6,0
7,6,70.0,1,0
4,4,57.0,1,1
5,11,80.0,1,0
5,11,89.0,6,0
3,0,60.0,6,0
4,6,83.0,1,1
7,8,66.0,6,0
7,10,90.0,1,0
4,0,89.0,6,0
7,4,51.0,1,0
15,0,73.0,6,0
3,10,70.0,1,0
7,0,72.0,6,0
15,0,44.0,6,0
15,6,76.0,1,0
4,6,49.0,1,0
3,4,72.0,1,0
3,6,55.0,1,1
4,10,76.0,1,0
5,8,81.0,6,0
15,2,61.0,6,0
3,9,62.0,1,0
7,10,78.0,1,0
4,8,79.0,4,0
15,0,65.0,6,1
4,0,71.0,6,0
7,0,81.0,4,0
4,8,73.0,4,0
3,4,47.0,1,0
15,0,77.0,4,1
3,8,78.0,1,0
3,3,70.0,1,0
7,7,81.0,6,0
15,2,66.0,6,0
7,0,48.0,6,0
5,11,84.0,6,0
7,7,77.0,6,0
7,0,52.0,6,1
15,0,67.0,6,0
15,10,74.0,1,0
7,2,72.0,6,0
7,3,71.0,1,0
4,10,89.0,1,0
7,8,66.0,4,0
7,10,83.0,1,0
15,0,52.0,6,0
4,0,83.0,4,0
15,0,75.0,6,0
3,6,78.0,1,0
7,10,83.0,1,0
5,9,76.0,1,0
7,10,93.0,1,1
7,0,71.0,6,1
15,9,81.0,6,0
7,10,93.0,1,1
7,0,73.0,4,0
5,9,79.0,6,1
3,0,77.0,6,0
15,0,56.0,1,0
15,8,62.0,6,0
7,0,68.0,4,0
7,8,62.0,4,0
3,0,67.0,6,0
15,0,69.0,6,0
3,11,88.0,1,0
4,0,65.0,4,0
7,8,73.0,4,0
7,10,85.0,1,0
15,6,83.0,1,1
4,2,76.0,6,0
7,10,87.0,1,0
7,8,35.0,4,0
7,10,94.0,1,1
7,11,59.0,6,0
7,7,56.0,6,0
7,11,66.0,6,0
7,0,51.0,1,0
15,2,68.0,6,0
15,10,88.0,1,0
7,6,80.0,1,0
15,0,74.0,4,0
5,9,85.0,6,0
3,6,80.0,1,0
7,6,51.0,1,0
3,4,72.0,1,0
15,2,92.0,6,0
4,3,72.0,6,0
7,4,71.0,1,1
3,4,59.0,1,0
15,11,57.0,6,0
15,6,54.0,6,0
4,6,54.0,1,0
3,5,75.0,1,0
15,8,74.0,4,0
15,0,92.0,6,0
3,7,83.0,1,0
3,6,77.0,1,0
3,10,75.0,1,0
3,10,82.0,1,0
4,0,62.0,1,0
15,3,56.0,1,0
3,0,71.0,1,0
4,4,71.0,1,0
15,6,71.0,1,0
4,4,70.0,1,0
7,0,59.0,1,0
15,0,79.0,6,0
7,6,85.0,6,1
15,11,70.0,6,0
15,10,83.0,1,0
7,4,73.0,6,0
15,6,61.0,1,0
15,8,84.0,4,0
7,7,80.0,6,1
3,0,53.0,1,0
3,0,44.0,6,0
3,0,77.0,6,0
15,7,71.0,4,0
4,4,71.0,1,0
4,2,81.0,6,0
15,4,70.0,1,0
7,3,79.0,6,0
3,8,80.0,6,0
4,4,71.0,1,0
15,0,73.0,6,0
4,8,59.0,4,0
4,6,49.0,1,0
4,3,40.0,1,0
4,6,63.0,6,0
7,0,79.0,4,0
7,6,59.0,1,0
7,3,56.0,1,0
4,0,77.0,4,0
4,2,74.0,6,1
4,4,72.0,1,1
7,0,68.0,4,0
7,10,91.0,1,0
5,4,74.0,1,0
7,2,73.0,4,0
7,7,74.0,6,0
7,4,63.0,6,0
3,4,81.0,1,0
3,2,75.0,4,0
15,6,62.0,1,0
3,7,70.0,1,0
7,10,89.0,1,1
7,10,82.0,1,1
7,7,85.0,6,1
15,6,45.0,1,0
7,10,79.0,1,0
4,6,61.0,1,1
7,10,81.0,1,1
15,4,67.0,6,0
7,3,83.0,1,0
4,10,60.0,1,0
5,6,82.0,1,0
7,8,68.0,6,1
3,4,63.0,6,0
5,11,83.0,6,0
4,10,85.0,1,0
7,0,65.0,4,0
15,6,64.0,6,0
4,7,72.0,6,0
7,6,69.0,1,0
15,6,63.0,6,0
15,3,79.0,1,0
3,9,72.0,1,0
3,7,77.0,6,0
2,0,61.0,1,0
7,10,48.0,1,0
7,7,63.0,6,0
15,9,81.0,6,0
15,3,58.0,6,0
7,8,82.0,6,0
15,3,74.0,4,0
15,10,90.0,1,0
5,7,93.0,6,1
7,6,89.0,1,1
7,10,91.0,1,1
15,3,80.0,1,0
15,3,66.0,1,0
7,10,59.0,1,0
5,6,82.0,6,0
7,3,48.0,4,0
15,0,81.0,6,0
15,4,72.0,1,0
7,2,36.0,4,0
3,0,62.0,1,0
3,4,77.0,1,0
15,7,72.0,4,0
2,6,60.0,1,0
7,4,81.0,1,0
15,0,67.0,1,0
7,8,84.0,4,0
15,0,71.0,6,0
7,0,71.0,6,0
3,10,78.0,6,0
7,7,78.0,4,0
3,10,70.0,1,0
7,7,61.0,6,0
7,3,73.0,1,1
3,0,69.0,1,0
15,0,74.0,4,0
3,8,79.0,6,0
7,2,46.0,4,0
15,10,81.0,1,0
3,0,60.0,1,0
15,0,76.0,4,0
7,0,95.0,4,1
7,8,48.0,4,0
3,2,55.0,6,0
3,4,63.0,1,0
15,0,48.0,6,0
5,6,83.0,1,0
7,0,91.0,4,1
15,8,44.0,6,0
15,6,72.0,6,0
4,0,47.0,6,0
2,3,28.0,1,0
7,10,74.0,1,0
5,1,80.0,6,0
3,8,40.0,6,0
15,3,47.0,4,0
15,8,61.0,6,0
7,0,59.0,6,0
7,4,70.0,1,0
3,6,62.0,1,0
5,9,90.0,6,0
15,0,72.0,1,0
15,6,58.0,1,0
15,4,48.0,6,0
7,2,78.0,6,0
7,2,73.0,6,0
4,3,42.0,1,0
7,0,75.0,6,0
7,11,63.0,6,0
10,0,62.0,6,0
7,0,58.0,4,0
7,7,73.0,6,0
15,2,83.0,4,0
15,3,79.0,6,0
7,6,68.0,6,0
2,5,75.0,6,0
15,10,77.0,6,0
15,0,72.0,6,0
3,2,73.0,6,0
4,10,88.0,1,0
4,8,78.0,6,0
5,8,88.0,4,0
7,10,55.0,6,0
4,0,83.0,4,0
7,4,63.0,1,0
4,7,65.0,6,0
7,2,63.0,6,0
7,8,67.0,1,0
7,3,82.0,1,0
7,2,54.0,6,0
3,6,62.0,1,0
7,3,78.0,2,0
4,0,69.0,1,0
7,0,65.0,1,0
7,10,77.0,6,0
7,8,65.0,4,0
4,5,72.0,1,0
7,7,89.0,6,1
3,5,66.0,1,0
4,4,73.0,1,0
7,0,54.0,1,0
7,3,51.0,6,0
5,10,91.0,1,0
7,7,69.0,1,0
4,4,62.0,1,0
7,7,68.0,6,0
3,10,75.0,1,0
3,6,23.0,1,0
5,11,82.0,6,0
7,11,73.0,6,0
7,0,71.0,6,0
7,0,80.0,6,1
15,4,73.0,1,0
7,10,81.0,1,1
7,6,82.0,1,1
4,10,82.0,6,0
4,0,49.0,6,0
3,0,62.0,1,0
7,3,77.0,1,0
15,8,74.0,6,0
7,1,54.0,6,0
3,7,76.0,1,1
15,4,74.0,1,0
7,11,64.0,6,0
15,8,83.0,6,0
7,8,82.0,6,1
7,10,78.0,1,0
4,7,74.0,6,0
4,0,67.0,1,0
3,3,49.0,1,0
3,0,56.0,1,0
7,0,58.0,4,0
4,7,81.0,6,0
4,7,67.0,1,0
7,6,62.0,1,0
7,4,68.0,1,0
15,8,95.0,4,1
7,11,70.0,6,0
7,0,90.0,6,0
7,9,66.0,6,0
5,11,75.0,6,0
15,1,75.0,6,0
7,0,76.0,4,0
15,10,82.0,1,0
3,4,60.0,1,0
5,10,89.0,1,0
7,4,71.0,1,0
15,6,69.0,6,0
7,4,71.0,1,0
15,8,57.0,4,0
15,0,67.0,1,0
15,10,65.0,6,0
7,8,60.0,6,0
15,8,35.0,4,0
7,8,58.0,4,0
15,8,74.0,4,0
15,10,78.0,1,0
7,0,52.0,6,0
5,8,93.0,4,0
7,2,55.0,6,0
15,10,78.0,4,0
7,4,64.0,1,0
7,4,60.0,1,0
15,6,49.0,1,0
4,0,59.0,6,0
4,0,78.0,6,0
7,10,91.0,1,1
3,4,67.0,1,0
15,11,81.0,4,0
4,10,77.0,1,0
7,11,75.0,6,0
7,6,57.0,6,0
7,0,58.0,4,0
4,4,64.0,6,0
15,10,90.0,1,0
15,4,73.0,1,0
4,2,71.0,6,0
15,5,74.0,1,0
3,3,66.0,1,0
15,7,66.0,4,0
4,4,75.0,1,0
7,0,57.0,4,1
7,6,54.0,6,0
7,2,66.0,4,0
15,2,57.0,6,0
7,4,75.0,1,1
15,0,70.0,4,0
15,8,73.0,6,1
3,0,89.0,1,1
15,0,61.0,6,0
7,8,57.0,6,0
7,10,80.0,1,1
2,10,64.0,1,0
7,4,88.0,1,1
15,10,74.0,1,0
4,10,80.0,1,1
15,8,73.0,4,0
7,2,83.0,4,1
3,4,84.0,1,1
5,11,92.0,6,0
15,4,66.0,1,0
7,7,76.0,6,0
7,8,78.0,6,0
15,10,91.0,1,1
15,10,85.0,1,0
7,3,60.0,1,0
15,0,64.0,6,0
15,6,81.0,1,0
7,6,78.0,1,1
15,1,71.0,6,0
4,1,77.0,6,0
7,8,70.0,4,0
4,4,73.0,1,0
10,2,74.0,6,0
5,8,72.0,6,0
15,3,68.0,1,0
4,8,74.0,6,0
15,8,69.0,4,0
15,8,80.0,6,1
7,9,70.0,6,1
15,2,86.0,6,0
15,3,75.0,1,0
7,8,65.0,4,0
15,10,77.0,1,0
5,11,75.0,6,0
3,7,76.0,6,0
7,6,87.0,1,1
7,0,53.0,1,0
7,0,55.0,6,0
4,11,59.0,1,0
7,6,77.0,1,0
7,6,80.0,1,1
7,2,61.0,6,0
4,8,68.0,4,0
7,10,86.0,1,0
7,7,79.0,6,1
7,0,87.0,6,1
3,5,37.0,1,0
3,10,84.0,1,0
15,6,84.0,1,0
15,0,67.0,6,0
4,1,40.0,1,0
10,10,81.0,2,1
7,9,42.0,1,0
3,5,62.0,1,0
15,6,79.0,1,0
3,0,61.0,6,0
7,9,84.0,6,1
15,7,77.0,6,0
7,0,47.0,6,0
7,10,78.0,1,0
7,9,65.0,6,0
7,0,85.0,6,0
15,9,41.0,1,0
3,7,76.0,1,1
15,6,64.0,1,0
7,4,84.0,6,1
15,7,82.0,6,0
15,10,85.0,1,0
3,4,80.0,1,1
3,4,77.0,1,0
7,0,64.0,6,0
7,4,71.0,1,1
7,6,57.0,4,1
3,1,84.0,1,0
3,11,85.0,1,0
2,5,73.0,1,0
4,10,89.0,1,0
5,8,84.0,6,0
7,2,81.0,4,1
15,0,91.0,4,1
2,10,68.0,1,0
15,7,75.0,6,0
15,10,81.0,1,0
15,1,45.0,4,0
15,8,31.0,6,0
3,4,72.0,1,0
7,10,68.0,1,0
4,7,70.0,1,0
7,3,76.0,1,0
7,8,70.0,6,1
15,11,69.0,6,0
7,8,58.0,6,1
15,2,79.0,6,0
15,8,61.0,6,0
10,5,76.0,1,0
15,0,67.0,6,0
3,5,81.0,1,1
4,0,49.0,1,0
4,8,84.0,6,0
3,0,65.0,1,1
7,0,48.0,6,0
7,7,62.0,6,0
5,8,89.0,4,0
7,7,71.0,1,0
7,10,71.0,1,0
4,8,35.0,4,0
4,0,86.0,6,0
15,10,54.0,1,0
15,0,83.0,6,1
7,8,43.0,4,1
3,7,65.0,1,0
7,6,47.0,6,0
4,0,60.0,6,0
7,7,74.0,6,0
15,8,58.0,4,0
7,7,66.0,6,0
15,6,44.0,6,0
15,10,88.0,1,0
15,8,84.0,4,1
7,2,85.0,6,1
15,6,63.0,1,0
7,3,49.0,6,0
3,7,78.0,6,0
4,8,56.0,6,0
7,1,60.0,4,0
7,7,85.0,6,0
4,3,74.0,4,0
15,0,93.0,6,1
15,2,37.0,4,0
15,9,55.0,6,0
3,0,68.0,4,0
10,6,88.0,1,1
2,5,74.0,1,0
15,8,59.0,6,0
5,11,86.0,4,0
3,0,33.0,6,0
3,10,35.0,1,0
7,3,72.0,6,0
3,6,72.0,1,0
7,7,77.0,6,0
15,9,78.0,1,0
7,6,52.0,1,0
3,1,58.0,1,0
7,6,73.0,6,0
10,3,51.0,2,0
3,3,52.0,1,0
7,6,63.0,6,0
3,0,40.0,1,0
4,9,73.0,6,0
7,10,88.0,1,1
3,0,53.0,1,0
15,0,77.0,4,0
3,7,67.0,6,0
4,11,90.0,1,1
4,4,81.0,1,0
15,4,69.0,1,0
7,10,83.0,1,1
7,10,83.0,1,1
7,8,73.0,4,1
15,6,71.0,6,0
15,8,71.0,4,0
7,7,51.0,6,0
4,10,81.0,1,0
7,10,77.0,1,1
5,11,77.0,2,0
5,8,87.0,4,0
7,10,60.0,1,0
7,10,88.0,1,1
15,10,92.0,1,1
7,3,66.0,1,0
7,0,83.0,4,1
4,4,70.0,1,1
15,6,83.0,1,0
3,6,66.0,1,0
7,0,85.0,4,1
4,3,71.0,1,1
3,8,46.0,1,0
15,0,84.0,4,0
7,0,70.0,1,1
15,1,62.0,4,0
2,6,63.0,1,0
7,2,64.0,6,0
7,2,77.0,6,1
4,8,60.0,6,0
7,1,57.0,4,0
7,0,65.0,6,0
4,0,57.0,1,0
3,0,65.0,1,0
3,4,55.0,1,0
7,10,61.0,1,0
4,8,68.0,6,0
7,7,69.0,2,0
15,9,62.0,6,0
15,11,84.0,4,0
7,5,86.0,1,0
3,5,53.0,1,0
15,2,63.0,6,0
7,1,60.0,6,0
5,0,67.0,1,0
15,11,67.0,6,0
15,10,86.0,1,0
15,10,59.0,6,0
15,2,43.0,4,0
7,4,70.0,1,0
4,0,85.0,4,0
15,8,84.0,4,0
7,7,64.0,4,0
5,8,96.0,4,1
7,10,83.0,6,1
7,7,67.0,6,0
15,8,80.0,6,1
15,6,77.0,1,1
3,0,68.0,6,0
7,7,59.0,6,0
7,10,56.0,1,0
15,10,83.0,6,0
7,8,84.0,6,1
5,11,81.0,1,0
15,6,94.0,6,1
3,4,45.0,1,0
15,8,60.0,4,0
7,8,45.0,6,0
3,0,40.0,1,0
4,8,69.0,4,0
7,10,70.0,1,0
15,0,53.0,6,0
7,1,65.0,2,0
15,6,87.0,1,0
3,0,75.0,2,0
7,2,57.0,6,0
7,0,62.0,6,1
7,2,62.0,6,0
7,9,57.0,6,0
7,6,57.0,1,1
4,10,75.0,1,0
7,4,51.0,6,0
3,3,62.0,1,0
3,3,66.0,1,0
15,2,65.0,6,0
7,7,78.0,6,0
3,0,63.0,1,0
3,0,30.0,6,0
15,8,76.0,6,0
15,10,89.0,1,0
4,0,65.0,1,0
7,0,53.0,4,0
15,10,80.0,1,0
15,2,85.0,6,0
7,6,70.0,6,0
7,8,76.0,6,1
7,10,76.0,1,0
4,4,69.0,1,0
7,3,74.0,4,0
7,0,73.0,6,1
3,0,75.0,6,0
3,4,66.0,1,0
4,4,70.0,1,0
15,8,62.0,6,0
3,1,73.0,1,0
4,2,66.0,6,0
7,10,84.0,1,1
4,8,92.0,6,1
7,10,63.0,4,0
7,10,90.0,1,1
15,0,59.0,4,0
3,0,46.0,1,0
7,0,49.0,1,0
7,11,61.0,6,0
7,10,90.0,1,1
7,8,66.0,6,0
15,10,59.0,1,0
15,4,70.0,1,0
15,7,85.0,4,1
5,8,81.0,4,0
4,10,90.0,1,0
7,6,93.0,6,1
15,6,65.0,6,0
7,1,65.0,4,0
4,4,80.0,2,1
7,0,65.0,4,0
7,10,66.0,1,0
7,1,39.0,1,0
7,8,70.0,4,0
7,0,69.0,1,0
2,5,70.0,1,0
3,7,76.0,6,0
5,11,72.0,1,0
3,6,83.0,1,0
15,9,70.0,6,0
15,1,71.0,4,0
3,0,55.0,1,1
7,0,46.0,6,0
15,0,53.0,1,0
10,7,63.0,2,0
7,8,68.0,6,0
15,0,69.0,6,0
3,10,79.0,1,0
15,8,64.0,4,0
4,0,86.0,1,0
3,10,77.0,1,0
7,8,70.0,4,0
15,8,78.0,4,0
4,10,88.0,1,0
7,2,73.0,6,0
7,8,80.0,4,0
7,6,50.0,1,0
7,0,72.0,6,0
3,0,57.0,1,0
7,3,79.0,6,0
15,0,66.0,4,0
7,1,76.0,6,0
7,8,32.0,6,0
15,10,88.0,1,0
7,0,59.0,6,0
3,4,74.0,1,0
4,2,79.0,6,0
7,7,81.0,6,0
4,0,80.0,6,0
15,4,69.0,1,0
4,0,63.0,6,0
7,9,73.0,6,0
3,4,79.0,1,1
15,0,45.0,6,0
4,10,83.0,1,0
7,10,86.0,1,0
4,3,69.0,6,0
4,10,78.0,1,0
3,1,89.0,1,0
15,9,70.0,6,0
3,8,51.0,4,0
7,0,77.0,4,0
15,0,83.0,4,0
3,0,60.0,1,0
15,1,66.0,4,0
7,0,64.0,6,0
2,6,46.0,1,0
15,4,64.0,1,0
7,1,67.0,4,0
7,10,75.0,1,0
7,7,85.0,6,1
7,8,68.0,4,0
15,11,38.0,6,0
15,6,56.0,4,0
7,0,62.0,4,0
3,8,47.0,1,0
15,10,74.0,4,0
15,0,82.0,4,0
15,7,86.0,6,1
15,6,86.0,1,0
15,8,66.0,6,0
4,7,87.0,1,1
7,8,75.0,6,1
3,0,65.0,1,0
7,8,65.0,4,0
3,1,39.0,1,0
7,9,77.0,1,1
7,10,57.0,4,0
15,2,81.0,4,0
15,6,36.0,1,0
7,8,57.0,6,0
3,0,68.0,1,0
4,11,63.0,6,0
