Nombre,Plataforma,Genero,V_Global,Score,ESRB,Exito
Yakuza: Dead Souls,PS3,Shooter,0.6,64.0,M,0
F1 2011,PC,Racing,0.19,83.0,E,0
Pictionary: Ultimate Edition,PS3,Misc,0.24,62.0,E,0
Dragon Ball Z: Ultimate Tenkaichi,PS3,Fighting,0.61,58.0,T,0
F.E.A.R. 3,PC,Shooter,0.15,74.0,M,0
MX vs. ATV: Alive,X360,Racing,0.55,63.0,E,0
Reel Fishing Paradise 3D,3DS,Sports,0.19,57.0,E,0
SpongeBob SquigglePants 3D,3DS,Misc,0.19,64.0,E,0
Nano Assault,3DS,Shooter,0.08,75.0,E10+,0
The Lord of the Rings: War in the North,PC,Action,0.19,66.0,M,0
Puss in Boots,PS3,Action,0.09,70.0,E10+,0
Rune Factory: Tides of Destiny,PS3,Role-Playing,0.23,55.0,E10+,0
Virtua Tennis 4,X360,Sports,0.23,70.0,E,0
Disney Universe,PS3,Action,0.61,70.0,E10+,0
Resident Evil 6,PC,Shooter,0.04,69.0,M,0
Dragon Ball Z for Kinect,X360,Fighting,0.01,49.0,T,0
Silent Hill: Book of Memories,PSV,Action,0.2,58.0,M,0
PlayStation All-Stars Battle Royale,PS3,Action,0.95,74.0,T,0
FIFA Soccer 13,X360,Action,5.16,90.0,E,1
DiRT Showdown,PS3,Racing,0.18,75.0,E10+,0
Transformers: Fall of Cybertron,PC,Action,0.01,78.0,T,0
Just Dance 4,X360,Misc,1.18,77.0,E10+,1
Binary Domain,PS3,Action,0.33,72.0,M,0
New Super Mario Bros. U,WiiU,Platform,5.22,84.0,E,1
LEGO Batman 2: DC Super Heroes,PS3,Action,1.19,81.0,E10+,1
Diablo III,PC,Role-Playing,5.14,88.0,M,1
Pokemon Conquest,DS,Role-Playing,1.02,80.0,E,1
One Piece: Pirate Warriors,PS3,Action,1.18,64.0,T,1
Dead or Alive 5,X360,Fighting,0.32,76.0,M,0
LittleBigPlanet PS Vita,PSV,Platform,1.25,88.0,E,1
Test Drive: Ferrari Legends,PS3,Racing,0.04,62.0,E,0
Sleeping Dogs,PC,Action,0.12,81.0,M,0
FIFA Street,PS3,Sports,1.23,76.0,E,1
Tekken 3D: Prime Edition,3DS,Fighting,0.2,64.0,T,0
Ragnarok Odyssey,PSV,Role-Playing,0.4,66.0,T,0
Nintendo Land,WiiU,Misc,4.42,77.0,E10+,1
Deadliest Warrior: Ancient Combat,X360,Fighting,0.04,37.0,M,0
FIFA Soccer 13,PC,Action,0.4,86.0,E,0
LEGO The Lord of the Rings,X360,Action,1.23,80.0,E10+,1
Zone of the Enders HD Collection,X360,Simulation,0.2,75.0,M,0
LEGO The Lord of the Rings,3DS,Action,0.39,61.0,E10+,0
Silent Hill: Downpour,X360,Action,0.32,68.0,M,0
Armored Core V,PS3,Simulation,0.39,65.0,T,0
Project X Zone,3DS,Role-Playing,0.39,70.0,T,0
Tom Clancy's Ghost Recon: Future Soldier,PS3,Shooter,0.95,79.0,M,0
Dungeon Hunter Alliance,PSV,Action,0.2,49.0,T,0
[Prototype 2],PC,Action,0.11,76.0,M,0
Resident Evil: Operation Raccoon City,PS3,Action,1.17,52.0,M,1
LEGO Batman 2: DC Super Heroes,PSV,Action,0.33,62.0,E10+,0
Transformers: Fall of Cybertron,PS3,Action,0.39,77.0,T,0
Halo 4,X360,Shooter,9.71,87.0,M,1
Just Dance 4,Wii,Misc,6.76,74.0,E10+,1
Metal Gear Solid: Snake Eater 3D,3DS,Action,0.38,78.0,M,0
Dokuro,PSV,Action,0.01,76.0,E10+,0
Wipeout 2048,PSV,Racing,0.35,79.0,E10+,0
ESPN: Sports Connection,WiiU,Sports,0.36,31.0,E,0
Skylanders Giants,PS3,Action,1.06,77.0,E10+,1
LEGO The Lord of the Rings,PS3,Action,1.05,82.0,E10+,1
Silent Hill HD Collection,X360,Action,0.19,69.0,M,0
Sleeping Dogs,PS3,Action,1.04,83.0,M,1
New Super Mario Bros. 2,3DS,Platform,9.9,78.0,E,1
UFC Undisputed 3,X360,Action,0.99,85.0,T,0
Animal Crossing: New Leaf,3DS,Simulation,9.16,88.0,E,1
F1 2012,PS3,Racing,1.03,81.0,E,1
UFC Undisputed 3,PS3,Action,1.03,86.0,T,1
ZombiU,WiiU,Action,1.01,77.0,M,1
FIFA Soccer 13,PS3,Action,8.16,88.0,E,1
Scribblenauts: Unlimited,WiiU,Action,0.37,73.0,E10+,0
LEGO Harry Potter: Years 5-7,PSV,Action,0.18,64.0,E10+,0
Zumba Fitness Rush,X360,Sports,0.18,73.0,E10+,0
Just Dance 4,WiiU,Misc,0.37,66.0,E10+,0
Syndicate,X360,Shooter,0.18,74.0,M,0
Ridge Racer Unbounded,X360,Racing,0.11,71.0,T,0
Medal of Honor: Warfighter,PC,Action,0.33,55.0,M,0
Assassin's Creed III,WiiU,Action,0.35,85.0,M,0
Reality Fighters,PSV,Fighting,0.12,54.0,T,0
Call of Duty: Black Ops II,PS3,Shooter,13.79,83.0,M,1
Mario Tennis Open,3DS,Sports,0.95,69.0,E,0
Assassin's Creed III,X360,Action,5.29,84.0,M,1
Sniper Elite V2,PS3,Shooter,0.96,70.0,M,0
Zumba Fitness Core,X360,Misc,0.05,77.0,E10+,0
Street Fighter X Tekken,PSV,Fighting,0.19,79.0,T,0
Major League Baseball 2K12,PS3,Sports,0.19,68.0,E,0
Skylanders Giants,WiiU,Action,0.37,80.0,E10+,0
Farming Simulator 2013,PC,Simulation,0.96,65.0,E,0
Medal of Honor: Warfighter,X360,Action,1.15,53.0,M,1
MLB 12: The Show,PSV,Sports,0.19,76.0,E,0
Far Cry 3,PC,Shooter,0.96,88.0,M,0
Call of Duty: Black Ops II,X360,Shooter,13.67,83.0,M,1
Fantasy Life,3DS,Role-Playing,1.13,73.0,E10+,1
Marvel Avengers: Battle for Earth,WiiU,Action,0.12,50.0,T,0
The Darkness II,X360,Shooter,0.39,80.0,M,0
Tekken Tag Tournament 2,X360,Fighting,0.34,83.0,T,0
Persona 4: Golden,PSV,Role-Playing,1.12,93.0,M,1
Mass Effect 3,PC,Role-Playing,0.97,89.0,M,0
Grand Slam Tennis 2,X360,Sports,0.18,71.0,E,0
Assassin's Creed III,PS3,Action,6.45,85.0,M,1
NCAA Football 13,X360,Action,1.09,76.0,E,1
Madden NFL 13,PS3,Sports,0.01,83.0,E,0
Rayman Origins,PC,Platform,0.08,86.0,E10+,0
Naruto: Powerful Shippuden,3DS,Platform,0.15,71.0,E10+,0
Crush3D,3DS,Platform,0.12,71.0,E10+,0
Madden NFL 13,WiiU,Sports,0.23,75.0,E,0
Game of Thrones,X360,Role-Playing,0.25,52.0,M,0
Skylanders Giants,3DS,Action,0.14,59.0,E10+,0
Kinect Star Wars,X360,Action,1.74,55.0,T,1
Dragon's Dogma,PS3,Role-Playing,1.74,78.0,M,1
Hitman: Absolution,X360,Action,1.73,79.0,M,1
Tokyo Jungle,PS3,Action,0.26,74.0,T,0
Syndicate,PS3,Shooter,0.14,75.0,M,0
Dishonored,X360,Action,1.71,88.0,M,1
Atelier Ayesha: The Alchemist of Dusk,PS3,Role-Playing,0.26,70.0,T,0
NBA 2K13,PC,Sports,0.03,90.0,E,0
The Sims 3: Seasons,PC,Simulation,0.16,73.0,T,0
Doom 3 BFG Edition,PC,Shooter,0.03,59.0,M,0
Angry Birds Trilogy,X360,Action,0.26,63.0,E,0
Lumines: Electronic Symphony,PSV,Misc,0.23,83.0,E,0
Spec Ops: The Line,PC,Shooter,0.23,76.0,M,0
Asura's Wrath,PS3,Action,0.4,71.0,T,0
NBA 2K13,PS3,Sports,2.47,90.0,E,1
LEGO Batman 2: DC Super Heroes,X360,Action,1.66,79.0,E10+,1
Family Guy: Back to the Multiverse,PS3,Action,0.26,40.0,M,0
Skylanders Giants,Wii,Action,2.52,78.0,E10+,1
Max Payne 3,X360,Shooter,1.62,86.0,M,1
Hyperdimension Neptunia Victory,PS3,Role-Playing,0.16,55.0,T,0
Risen 2: Dark Waters,PC,Role-Playing,0.22,69.0,M,0
Madden NFL 13,PS3,Sports,2.56,83.0,E,1
Kingdom Hearts 3D: Dream Drop Distance,3DS,Action,1.58,75.0,E10+,1
Risen 2: Dark Waters,X360,Role-Playing,0.14,60.0,M,0
F1 2012,PC,Racing,0.15,80.0,E,0
F1 Race Stars,PC,Racing,0.02,62.0,E,0
World of Warcraft: Mists of Pandaria,PC,Role-Playing,1.82,82.0,T,1
Rayman Origins,3DS,Platform,0.15,71.0,E10+,0
Game of Thrones,PS3,Role-Playing,0.24,53.0,M,0
Birds of Steel,X360,Simulation,0.15,77.0,T,0
Darksiders II,PC,Action,0.15,81.0,M,0
Hitman: Absolution,PS3,Action,2.14,83.0,M,1
The Testament of Sherlock Holmes,PS3,Adventure,0.24,65.0,M,0
Capcom Digital Collection,X360,Action,0.02,65.0,T,0
Darksiders II,WiiU,Action,0.15,85.0,M,0
Borderlands 2,PS3,Shooter,2.23,91.0,M,1
Tropico 4: Modern Times,PC,Strategy,0.02,78.0,T,0
Birds of Steel,PS3,Simulation,0.23,73.0,T,0
Mugen Souls,PS3,Role-Playing,0.15,55.0,T,0
Asura's Wrath,X360,Action,0.24,71.0,T,0
Hatsune Miku: Project Diva f,PSV,Misc,0.23,81.0,T,0
Spirit Camera: The Cursed Memoir,3DS,Adventure,0.22,54.0,T,0
DiRT Showdown,X360,Racing,0.23,75.0,E10+,0
Ys: Memories of Celceta,PSV,Action,0.24,82.0,T,0
Fire Emblem: Awakening,3DS,Role-Playing,2.01,92.0,T,1
Paper Mario: Sticker Star,3DS,Role-Playing,2.3,75.0,E,1
Guild Wars 2,PC,Action,2.31,90.0,T,1
Hitman: Absolution,PC,Action,0.24,79.0,M,0
Forza Horizon,X360,Racing,1.96,85.0,T,1
Resident Evil 6,X360,Shooter,1.95,67.0,M,1
Ninja Gaiden 3,X360,Action,0.25,58.0,M,0
Family Guy: Back to the Multiverse,X360,Action,0.25,39.0,M,0
Grand Slam Tennis 2,PS3,Sports,0.23,73.0,E,0
Epic Mickey 2: The Power of Two,WiiU,Action,0.23,57.0,E,0
Max Payne 3,PS3,Shooter,1.85,87.0,M,1
WWE '13,Wii,Action,0.15,74.0,T,0
Street Fighter X Tekken,PC,Fighting,0.02,79.0,T,0
Rabbids Land,WiiU,Misc,0.03,52.0,E10+,0
Need for Speed: Most Wanted,X360,Racing,1.56,83.0,T,1
Zero Escape: Virtue's Last Reward,3DS,Adventure,0.03,88.0,M,0
Madden NFL 13,PSV,Sports,0.3,63.0,E,0
Mass Effect 3,X360,Role-Playing,3.04,93.0,M,1
WWE '13,PS3,Action,1.35,76.0,T,1
Borderlands 2,X360,Shooter,3.05,89.0,M,1
Resident Evil 6,PS3,Shooter,3.1,74.0,M,1
Mario Party 9,Wii,Misc,3.13,73.0,E,1
Legasista,PS3,Role-Playing,0.04,68.0,T,0
Persona 4: Arena,X360,Fighting,0.13,83.0,T,0
Kingdoms of Amalur: Reckoning,PC,Role-Playing,0.3,81.0,M,0
Anarchy Reigns,X360,Action,0.17,73.0,M,0
Heroes of Ruin,3DS,Role-Playing,0.21,69.0,T,0
Far Cry 3,PS3,Shooter,3.35,90.0,M,1
Game Party: Champions,WiiU,Action,0.13,24.0,E,0
Fist of the North Star: Ken's Rage 2,PS3,Fighting,0.3,49.0,M,0
Assassin's Creed III: Liberation,PSV,Action,1.32,70.0,M,1
Tom Clancy's Ghost Recon: Future Soldier,PC,Shooter,0.17,71.0,M,0
Anarchy Reigns,PS3,Action,0.2,71.0,M,0
Steel Battalion: Heavy Armor,X360,Misc,0.13,38.0,M,0
Resident Evil: Operation Raccoon City,PC,Action,0.04,48.0,M,0
F1 Race Stars,PS3,Racing,0.32,61.0,E,0
NBA 2K13,WiiU,Sports,0.13,85.0,E,0
Kid Icarus: Uprising,3DS,Action,1.27,83.0,E10+,1
Pokemon Mystery Dungeon: Gates to Infinity,3DS,Role-Playing,1.27,59.0,E,1
Code of Princess,3DS,Action,0.2,67.0,T,0
The Secret World,PC,Role-Playing,0.17,74.0,M,0
The Darkness II,PS3,Shooter,0.32,79.0,M,0
Silent Hill HD Collection,PS3,Action,0.32,70.0,M,0
WWE '13,X360,Action,1.27,78.0,T,1
Skylanders Giants,X360,Action,1.3,80.0,E10+,1
NeverDead,PS3,Shooter,0.12,50.0,M,0
Time and Eternity,PS3,Role-Playing,0.17,42.0,T,0
Sorcery,PS3,Action,0.29,70.0,E10+,0
Sing Party,WiiU,Misc,0.27,60.0,E10+,0
Risen 2: Dark Waters,PS3,Role-Playing,0.22,47.0,M,0
F1 Race Stars,X360,Racing,0.27,64.0,E,0
Angry Birds Trilogy,PS3,Action,0.16,66.0,E,0
Pro Evolution Soccer 2013,PS3,Sports,1.53,82.0,E,1
Dishonored,PS3,Action,1.53,89.0,M,1
Call of Duty: Black Ops II,PC,Shooter,1.53,74.0,M,1
The Darkness II,PC,Shooter,0.14,77.0,M,0
Dynasty Warriors 7: Empires,PS3,Action,0.14,63.0,T,0
LEGO The Lord of the Rings,PC,Action,0.22,80.0,E10+,0
Ridge Racer Unbounded,PC,Racing,0.02,72.0,T,0
Madden NFL 13,X360,Sports,2.86,81.0,E,1
Fable: The Journey,X360,Role-Playing,0.28,61.0,T,0
Journey,PS3,Adventure,0.21,92.0,E,0
Call of Duty Black Ops: Declassified,PSV,Action,1.47,33.0,M,1
Tom Clancy's Ghost Recon: Future Soldier,X360,Shooter,1.47,79.0,M,1
LEGO The Lord of the Rings,PSV,Action,0.28,54.0,E10+,0
The Testament of Sherlock Holmes,X360,Adventure,0.02,64.0,M,0
Marvel Avengers: Battle for Earth,X360,Action,0.02,62.0,T,0
Your Shape: Fitness Evolved 2013,WiiU,Action,0.13,76.0,E10+,0
NBA 2K13,X360,Sports,3.0,88.0,E,1
Mass Effect 3,PS3,Role-Playing,1.42,93.0,M,1
FIFA Soccer 13,3DS,Action,0.29,68.0,E,0
Starhawk,PS3,Action,0.29,77.0,T,0
Medal of Honor: Warfighter,PS3,Action,1.41,55.0,M,1
Ridge Racer Unbounded,PS3,Racing,0.17,72.0,T,0
Far Cry 3,X360,Shooter,3.0,91.0,M,1
Modnation Racers: Road Trip,PSV,Racing,0.29,62.0,E,0
Armored Core V,X360,Simulation,0.21,68.0,T,0
Pro Evolution Soccer 2013,X360,Sports,0.31,82.0,E,0
Binary Domain,X360,Action,0.19,74.0,M,0
Naruto Shippuden: Ultimate Ninja Storm Generations,X360,Fighting,0.44,74.0,T,0
Ninja Gaiden 3,PS3,Action,0.43,58.0,M,0
Sleeping Dogs,X360,Action,0.87,80.0,M,0
Kingdoms of Amalur: Reckoning,X360,Role-Playing,0.87,80.0,M,0
FIFA Soccer 13,PSV,Action,0.44,57.0,E,0
LittleBigPlanet Karting,PS3,Action,0.87,73.0,E,0
Transformers: Fall of Cybertron,X360,Action,0.44,79.0,T,0
Rune Factory 4,3DS,Role-Playing,0.57,78.0,E10+,0
MotorStorm RC,PSV,Racing,0.06,78.0,E,0
Kirby's Dream Collection: Special Edition,Wii,Action,0.67,82.0,E10+,0
Kingdoms of Amalur: Reckoning,PS3,Role-Playing,0.85,81.0,M,0
Tekken Tag Tournament 2,PS3,Fighting,0.85,82.0,T,0
The Testament of Sherlock Holmes,PC,Adventure,0.07,73.0,M,0
Gravity Rush,PSV,Action,0.56,83.0,T,0
Pro Evolution Soccer 2013,PC,Sports,0.08,80.0,E,0
Darksiders II,PS3,Action,0.84,84.0,M,0
 Tales of Xillia 2,PS3,Role-Playing,0.84,71.0,T,0
Inversion,PS3,Shooter,0.07,56.0,M,0
NHL 13,X360,Sports,0.66,83.0,E10+,0
Top Gun: Hard Lock,X360,Action,0.06,54.0,T,0
Resident Evil: Revelations,3DS,Action,0.88,82.0,M,0
Doom 3 BFG Edition,PS3,Shooter,0.57,67.0,M,0
Game of Thrones,PC,Role-Playing,0.08,58.0,M,0
Kinect Rush: A Disney Pixar Adventure,X360,Adventure,0.58,68.0,E,0
Dead or Alive 5,PS3,Fighting,0.64,74.0,M,0
NHL 13,PS3,Sports,0.64,84.0,E10+,0
Blades of Time,X360,Action,0.1,52.0,M,0
Spec Ops: The Line,X360,Shooter,0.42,76.0,M,0
FIFA Street,X360,Sports,0.89,77.0,E,0
NASCAR The Game: Inside Line,X360,Racing,0.1,72.0,E,0
FIFA Soccer,PSV,Sports,0.58,79.0,E,0
Zone of the Enders HD Collection,PS3,Simulation,0.42,73.0,M,0
Mortal Kombat,PSV,Fighting,0.65,85.0,M,0
XCOM: Enemy Unknown,PS3,Strategy,0.57,89.0,M,0
Max Payne 3,PC,Shooter,0.43,87.0,M,0
Just Dance 4,PS3,Misc,0.43,77.0,E10+,0
NCAA Football 13,PS3,Action,0.89,79.0,E,0
Devil May Cry HD Collection,X360,Action,0.43,77.0,M,0
Warriors Orochi 3 Hyper,WiiU,Action,0.08,64.0,T,0
Lollipop Chainsaw,PS3,Action,0.66,67.0,M,0
NeverDead,X360,Shooter,0.1,52.0,M,0
Sniper Elite V2,X360,Shooter,0.84,67.0,M,0
Blades of Time,PS3,Action,0.1,53.0,M,0
Street Fighter X Tekken,X360,Fighting,0.47,83.0,T,0
Dragon's Dogma,X360,Role-Playing,0.79,75.0,M,0
Style Savvy: Trendsetters,3DS,Simulation,0.73,76.0,E,0
Doom 3 BFG Edition,X360,Shooter,0.47,67.0,M,0
Lollipop Chainsaw,X360,Action,0.48,70.0,M,0
[Prototype 2],PS3,Action,0.74,79.0,M,0
Fist of the North Star: Ken's Rage 2,X360,Fighting,0.06,55.0,M,0
Resident Evil: Operation Raccoon City,X360,Action,0.77,52.0,M,0
Epic Mickey 2: The Power of Two,X360,Action,0.51,59.0,E,0
F1 2012,X360,Racing,0.49,84.0,E,0
SoulCalibur V,PS3,Fighting,0.75,81.0,T,0
LEGO Batman 2: DC Super Heroes,3DS,Action,0.75,72.0,E10+,0
Tiger Woods PGA Tour 13,X360,Sports,0.51,77.0,E,0
Major League Baseball 2K12,X360,Sports,0.5,68.0,E,0
Earth Defense Force 2017 Portable,PSV,Action,0.06,68.0,T,0
Steins;Gate,PS3,Adventure,0.06,83.0,M,0
Unit 13,PSV,Shooter,0.5,71.0,T,0
Persona 4: Arena,PS3,Fighting,0.73,86.0,T,0
[Prototype 2],X360,Action,0.79,74.0,M,0
FIFA Soccer 13,WiiU,Action,0.47,69.0,E,0
Darksiders II,X360,Action,0.79,83.0,M,0
Spec Ops: The Line,PS3,Shooter,0.54,77.0,M,0
SSX,X360,Sports,0.7,82.0,E,0
PlayStation All-Stars Battle Royale,PSV,Action,0.45,75.0,T,0
XCOM: Enemy Unknown,PC,Strategy,0.71,89.0,M,0
Street Fighter X Tekken,PS3,Fighting,0.83,84.0,T,0
Rayman Origins,PSV,Platform,0.54,88.0,E10+,0
Inversion,X360,Shooter,0.06,53.0,M,0
Tiger Woods PGA Tour 13,PS3,Sports,0.54,75.0,E,0
The Witcher 2: Assassins of Kings,X360,Action,0.9,88.0,M,0
NASCAR The Game: Inside Line,PS3,Racing,0.08,76.0,E,0
Devil May Cry HD Collection,PS3,Action,0.82,74.0,M,0
Dance Central 3,X360,Misc,0.81,86.0,T,0
Art Academy: Lessons for Everyone,3DS,Action,0.46,81.0,E,0
Professor Layton vs Phoenix Wright: Ace Attorney,3DS,Puzzle,0.8,79.0,T,0
Brain Age: Concentration Training,3DS,Puzzle,0.09,71.0,E,0
Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,Fighting,0.73,74.0,T,0
Alan Wake,PC,Action,0.06,83.0,T,0
Epic Mickey 2: The Power of Two,PS3,Action,0.47,59.0,E,0
Silent Hill: Downpour,PS3,Action,0.46,64.0,M,0
SoulCalibur V,X360,Fighting,0.58,77.0,T,0
Theatrhythm: Final Fantasy,3DS,Misc,0.5,78.0,E10+,0
Assassin's Creed III,PC,Action,0.93,80.0,M,0
MLB 12: The Show,PS3,Sports,0.92,87.0,E,0
Angry Birds Trilogy,3DS,Action,0.63,62.0,E,0
Need for Speed: Most Wanted,PC,Racing,0.08,82.0,T,0
Aquapazza: Aquaplus Dream Match,PS3,Fighting,0.11,75.0,T,0
Harvest Moon 3D: A New Beginning,3DS,Action,0.91,74.0,E,0
XCOM: Enemy Unknown,X360,Strategy,0.62,90.0,M,0
Resistance: Burning Skies,PSV,Shooter,0.41,60.0,M,0
Yakuza 5,PS3,Action,0.59,83.0,M,0
SSX,PS3,Sports,0.91,81.0,E,0
Scribblenauts: Unlimited,3DS,Action,0.61,73.0,E10+,0
Call of Duty: Black Ops II,WiiU,Shooter,0.41,81.0,M,0
Borderlands 2,PC,Shooter,0.93,89.0,M,0
Damage Inc.: Pacific Squadron WWII,X360,Simulation,0.07,49.0,T,0
Mario Party: Island Tour,3DS,Misc,1.92,57.0,E,1
Fist of the North Star: Ken's Rage 2,WiiU,Fighting,0.02,40.0,M,0
Need for Speed Rivals,PS3,Racing,1.27,80.0,E10+,1
Final Fantasy X / X-2 HD Remaster,PS3,Role-Playing,1.27,85.0,T,1
Wii Fit U,WiiU,Sports,0.85,72.0,E,0
Killzone: Shadow Fall,PS4,Shooter,2.69,73.0,M,1
BioShock Infinite,X360,Shooter,1.93,93.0,M,1
Disney Infinity,PS3,Action,0.97,75.0,E10+,0
Dead Island: Riptide,X360,Action,0.78,57.0,M,0
Terraria,PS3,Action,0.41,81.0,T,0
Invizimals: The Alliance,PSV,Action,0.08,69.0,E10+,0
Diablo III,PS3,Role-Playing,1.91,86.0,M,1
Need for Speed Rivals,XOne,Racing,0.69,75.0,E10+,0
Resident Evil: Revelations,PC,Action,0.04,77.0,M,0
Skylanders SWAP Force,PS4,Platform,0.39,79.0,E10+,0
Sly Cooper: Thieves in Time,PSV,Platform,0.25,75.0,E10+,0
Need for Speed Rivals,PS4,Racing,1.98,80.0,E10+,1
Skylanders SWAP Force,3DS,Platform,0.24,68.0,E10+,0
Sniper Elite V2,WiiU,Shooter,0.02,58.0,M,0
MLB 13: The Show,PS3,Sports,0.74,87.0,E,0
NBA 2K14,X360,Sports,2.52,87.0,E,1
Batman: Arkham Origins,PC,Action,0.31,74.0,T,0
Killer is Dead,PS3,Action,0.23,64.0,M,0
Drakengard 3,PS3,Role-Playing,0.31,61.0,M,0
Angry Birds Star Wars,X360,Strategy,0.28,59.0,E,0
Army of Two: The Devil's Cartel,PS3,Shooter,0.28,58.0,M,0
Call of Duty: Ghosts,PS3,Shooter,9.36,71.0,M,1
Saints Row IV,PS3,Action,1.25,76.0,M,1
Call of Duty: Ghosts,XOne,Shooter,2.92,78.0,M,1
Terraria,X360,Action,0.67,81.0,T,0
Madden NFL 25,PS3,Sports,1.87,76.0,E,1
Just Dance 2014,WiiU,Misc,0.6,72.0,E10+,0
Remember Me,PC,Action,0.06,65.0,M,0
The Bureau: XCOM Declassified,X360,Shooter,0.21,68.0,M,0
Mugen Souls Z,PS3,Role-Playing,0.07,57.0,T,0
Tom Clancy's Splinter Cell: Blacklist,X360,Action,0.98,82.0,M,0
Ride to Hell,PS3,Racing,0.04,13.0,M,0
Dead Island: Riptide,PS3,Action,0.6,62.0,M,0
Sorcery Saga: The Curse of the Great Curry God,PSV,Role-Playing,0.03,65.0,T,0
Aliens: Colonial Marines,X360,Shooter,0.77,48.0,M,0
One Piece: Unlimited World Red,3DS,Action,0.39,75.0,T,0
Danganronpa: Trigger Happy Havoc,PSV,Misc,0.33,80.0,M,0
Dead Space 3,X360,Action,0.98,78.0,M,0
Deadpool,PS3,Action,0.45,61.0,M,0
Saints Row IV,X360,Action,1.66,81.0,M,1
Earth Defense Force 2025,X360,Shooter,0.15,68.0,M,0
Battle Princess of Arcadias,PS3,Role-Playing,0.02,69.0,T,0
Dead Space 3,PS3,Action,0.96,76.0,M,0
Resident Evil: Revelations,PS3,Action,0.74,74.0,M,0
Steins;Gate,PSV,Adventure,0.1,83.0,M,0
The Bureau: XCOM Declassified,PS3,Shooter,0.25,69.0,M,0
Batman: Arkham Origins,X360,Action,1.88,74.0,T,1
Conception II: Children of the Seven Stars,3DS,Role-Playing,0.12,62.0,M,0
Need for Speed Rivals,PC,Racing,0.25,76.0,E10+,0
Angry Birds Star Wars,PS4,Strategy,0.21,47.0,E,0
Assassin's Creed IV: Black Flag,PS4,Action,2.85,83.0,M,1
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,Fighting,0.93,77.0,T,0
Remember Me,PS3,Action,0.32,72.0,M,0
Crysis 3,PS3,Shooter,0.87,77.0,M,0
Payday 2,PC,Shooter,0.05,79.0,M,0
GRID 2,X360,Racing,0.27,78.0,E,0
NCAA Football 14,PS3,Sports,0.84,77.0,E,0
Battlefield 4,XOne,Shooter,2.02,81.0,M,1
Sly Cooper: Thieves in Time,PS3,Platform,0.54,75.0,E10+,0
Forza Motorsport 5,XOne,Racing,2.2,79.0,E,1
Pro Evolution Soccer 2014,X360,Action,0.24,80.0,E,0
Total War: Rome II,PC,Strategy,0.72,76.0,T,0
Killzone: Mercenary,PSV,Shooter,0.8,78.0,M,0
LEGO Marvel Super Heroes,X360,Action,2.22,80.0,E10+,1
Dragon's Crown,PS3,Role-Playing,0.53,82.0,T,0
Zumba Fitness: World Party,XOne,Misc,0.24,73.0,E,0
Madden NFL 25,X360,Sports,2.23,80.0,E,1
LEGO Legends of Chima: Laval's Journey,PSV,Adventure,0.13,64.0,E10+,0
NBA 2K14,PS4,Sports,1.45,85.0,E,1
New Super Luigi U,WiiU,Platform,2.24,77.0,E,1
God of War: Ascension,PS3,Action,2.25,80.0,M,1
F1 2013,X360,Racing,0.3,79.0,E,0
Assassin's Creed IV: Black Flag,WiiU,Action,0.29,86.0,M,0
Disney Infinity,X360,Action,1.44,74.0,E10+,1
Madden NFL 25,XOne,Sports,0.81,73.0,E,0
Tears to Tiara II: Heir of the Overlord,PS3,Role-Playing,0.15,65.0,T,0
The Smurfs 2,WiiU,Platform,0.09,42.0,E,0
DmC: Devil May Cry,PS3,Action,0.79,85.0,M,0
Metal Gear Rising: Revengeance,PS3,Action,1.42,80.0,M,1
SimCity (2013),PC,Simulation,1.42,64.0,E10+,1
Tom Clancy's Splinter Cell: Blacklist,PS3,Action,0.94,84.0,M,0
NBA 2K14,PS3,Sports,2.11,84.0,E,1
NBA Live 14,PS4,Sports,0.24,43.0,E,0
Ryse: Son of Rome,XOne,Action,1.38,60.0,M,1
Fairy Fencer F,PS3,Role-Playing,0.19,65.0,T,0
Angry Birds Star Wars,PS3,Strategy,0.29,49.0,E,0
Final Fantasy X / X-2 HD Remaster,PSV,Role-Playing,0.8,86.0,T,0
Resident Evil: Revelations,WiiU,Action,0.19,80.0,M,0
Aliens: Colonial Marines,PS3,Shooter,0.6,43.0,M,0
Dynasty Warriors 8,X360,Action,0.15,65.0,T,0
Injustice: Gods Among Us,X360,Fighting,1.38,81.0,T,1
Diablo III,X360,Role-Playing,1.41,87.0,M,1
PAC-MAN and the Ghostly Adventures,WiiU,Platform,0.05,58.0,E10+,0
NHL 14,X360,Sports,0.54,81.0,E10+,0
Metal Gear Solid: The Legacy Collection,PS3,Adventure,0.4,93.0,M,0
Dynasty Warriors 8,PS3,Action,0.6,68.0,T,0
LEGO Legends of Chima: Laval's Journey,3DS,Adventure,0.31,65.0,E10+,0
Lost Planet 3,PC,Shooter,0.04,61.0,T,0
Metal Gear Rising: Revengeance,X360,Action,0.48,82.0,M,0
Disney Infinity,WiiU,Action,0.6,71.0,E10+,0
F1 2013,PS3,Racing,0.54,77.0,E,0
Putty Squad,PS4,Platform,0.16,38.0,E10+,0
NHL 14,PS3,Sports,0.54,80.0,E10+,0
Angry Birds Star Wars,XOne,Strategy,0.16,53.0,E,0
Call of Duty: Ghosts,X360,Shooter,10.25,73.0,M,1
Sonic Lost World,WiiU,Platform,0.39,63.0,E10+,0
